,City,Lat,Lng,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,Total
13,Cambuci,-21.5749919,-41.9107833,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,1,1,0,0,3,1,2,6,6,35
14,Carapebus,-22.2033,-41.6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15,Comendador Levy Gasparian,-22.0427,-43.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16,Campos dos Goytacazes,-21.7545,-41.3244,11,11,10,5,12,10,6,11,19,9,16,26,13,21,31,20,31,30,35,41,31,44,50,54,74,41,43,47,35,18,21,19,15,8,9,13,23,15,3,9,5,8,6,9,9,11,23,14,18,30,45,64,1182
17,Cantagalo,-21.982,-42.3679,0,0,0,1,1,0,1,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
18,Cardoso Moreira,-21.488285,-41.7578,0,1,2,0,0,0,0,0,0,2,1,0,1,3,1,1,0,0,1,2,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,25
19,Carmo,-21.9239,-42.6149,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
20,Casimiro de Abreu,-22.4849,-42.2013,0,0,1,1,3,1,2,5,0,1,2,2,3,1,3,5,6,4,5,6,4,1,4,8,2,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,3,85
21,Conceição de Macabu,-22.0849986,-41.8679947,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9
22,Cordeiro,-22.0287681,-42.3607442,1,2,4,2,0,1,3,1,0,7,3,1,1,2,0,2,0,0,0,1,1,2,3,0,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,45
23,Duas Barras,-22.0522519,-42.5194705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
24,Duque de Caxias,-22.7896225,-43.309929,27,25,30,31,42,38,28,25,53,69,59,58,66,77,103,101,123,170,220,145,138,132,160,111,119,105,91,49,42,19,33,24,11,23,17,5,12,10,12,11,10,11,5,12,10,4,15,18,16,14,15,9,2753
25,Engenheiro Paulo de Frontin,-22.5504556,-43.6783403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
26,Guapimirim,-22.5266308,-42.9790687,1,4,1,1,0,0,1,0,1,3,5,1,1,2,0,1,0,0,6,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,36
27,Iguaba Grande,-22.8388498,-42.2286746,2,1,0,0,0,1,0,1,14,11,12,4,6,7,10,13,7,2,2,4,1,3,0,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,112
28,Itaboraí,-22.7496231,-42.8557428,55,57,68,75,62,52,50,58,104,104,152,121,96,124,134,218,226,314,299,256,206,147,159,182,166,158,142,83,47,32,56,61,35,31,29,32,37,49,27,25,17,25,19,22,26,38,38,26,17,26,17,40,4640
29,Itaguaí,-22.8629597,-43.775322,0,0,2,0,0,0,0,0,3,5,2,5,2,3,2,3,4,9,10,7,12,2,8,7,11,2,4,3,5,1,3,0,3,2,0,1,3,0,2,0,0,0,0,1,0,0,0,2,1,3,0,0,133
30,Italva,-21.4214056,-41.6907956,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,2,3,1,4,15,29,41,32,10,157
31,Itaocara,-21.6725236,-42.0798658,0,3,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,1,1,1,3,2,3,29
32,Itaperuna,-21.2048,-41.88801,4,0,2,4,2,0,1,4,1,3,2,3,4,6,2,5,15,9,5,9,19,25,26,28,27,27,18,10,18,11,6,3,3,3,6,3,4,2,1,3,2,1,1,2,1,1,2,3,7,5,9,8,366
33,Itatiaia,-22.4955278,-44.5633108,1,1,0,0,3,1,1,0,1,4,4,0,0,1,0,2,1,3,6,0,2,3,1,1,5,0,1,2,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,51
34,Japeri,-22.6427642,-43.6533831,0,2,1,1,1,1,2,0,5,0,3,2,5,4,3,2,3,4,9,6,6,1,0,2,3,2,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,4,1,1,84
35,Laje do Muriaé,-21.2082595,-42.1226959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
36,Macaé,-22.3712958,-41.7866922,4,4,2,4,5,5,4,8,10,11,12,13,10,8,13,16,19,14,16,15,26,42,22,11,12,5,14,7,2,0,6,6,4,3,4,2,3,1,0,1,1,2,2,5,3,2,3,3,1,5,2,3,396
37,Macuco,-21.9849747,-42.2539464,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
38,Magé,-22.6604221,-43.0426162,4,3,2,6,5,0,3,0,10,9,7,9,12,10,12,18,18,6,8,5,4,4,3,3,2,2,0,4,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,3,1,0,2,3,5,1,0,191
39,Mangaratiba,-22.9600193,-44.04111,0,1,0,1,0,2,3,1,0,1,1,3,6,1,5,16,17,13,15,11,9,7,4,3,1,2,3,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135
40,Maricá,-22.9196772,-42.8184375,3,3,3,2,6,8,10,11,3,8,11,16,14,16,28,47,18,39,25,20,26,15,7,25,11,14,10,8,10,4,6,14,10,8,4,14,2,4,8,4,5,3,2,1,0,0,2,3,1,0,0,2,514
41,Mendes,-22.5269113,-43.7332604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
42,Mesquita,-22.783092,-43.4293599,6,5,6,9,4,7,17,17,22,22,9,19,41,67,92,134,74,41,24,14,14,29,14,20,19,14,4,0,4,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,754
43,Miguel Pereira,-22.4539417,-43.4691978,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
44,Miracema,-21.4123651,-42.1965147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,1,2,4,1,18
45,Natividade,-21.040694,-41.9817534,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13
46,Nilópolis,-22.8080114,-43.4138222,4,3,14,6,5,18,11,15,37,42,31,34,37,43,33,48,63,115,83,83,32,18,9,13,12,11,6,6,2,5,2,1,3,4,1,1,1,2,0,0,0,3,2,0,0,0,0,2,2,3,2,0,868
47,Niterói,-22.8832371,-43.1154552,84,83,112,129,111,118,98,65,120,157,204,184,310,389,573,629,447,450,449,378,304,184,140,168,142,125,82,64,30,40,16,13,28,12,11,14,13,19,14,13,8,8,12,6,12,3,5,14,14,16,12,14,6646
48,Nova Friburgo,-22.2800004,-42.5325303,1,0,0,0,1,2,0,2,2,1,0,3,0,0,3,1,2,3,1,3,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,33
49,Nova Iguaçu,-22.7592175,-43.4508728,24,29,18,36,48,78,85,81,104,124,102,98,94,126,143,175,184,207,199,194,124,72,37,48,32,22,15,10,4,4,5,3,6,10,4,8,8,7,1,6,5,4,3,1,3,10,19,9,6,5,2,4,2646
50,Paracambi,-22.6109158,-43.7096912,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
51,Paraíba do Sul,-22.1636384,-43.2916915,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
52,Parati,-23.2196461,-44.7154196,0,0,0,0,0,2,0,0,0,3,1,3,0,2,4,3,1,2,5,4,5,2,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
53,Paty do Alferes,-22.4272703,-43.4219523,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
54,Petrópolis,-22.5075743,-43.1785356,0,0,0,1,0,0,0,1,3,0,2,0,1,2,1,3,3,2,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,29
55,Pinheiral,-22.5129436,-44.001435,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,6,2,2,1,1,0,0,0,0,3,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,29
56,Piraí,-22.6287489,-43.8981758,0,0,0,0,0,2,0,1,0,0,2,1,4,3,1,5,2,2,1,1,5,7,2,6,3,0,4,1,0,1,2,4,3,1,1,2,2,2,1,0,0,1,1,1,0,0,1,0,1,1,0,1,79
57,Porciúncula,-20.9627278,-42.0405703,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
58,Porto Real,-22.4198366,-44.2897974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
59,Quatis,-22.4066444,-44.2577453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Queimados,-22.7156978,-43.555754,4,2,1,3,4,13,4,5,9,12,7,16,7,14,17,24,27,27,30,12,15,11,4,4,4,6,4,2,2,2,0,1,0,0,0,0,2,1,2,0,2,1,0,1,1,1,0,0,1,2,1,0,308
61,Quissamã,-22.107205,-41.4723411,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
62,Resende,-22.4683626,-44.4463494,0,0,0,2,2,2,3,3,1,5,6,7,1,13,12,16,18,12,13,9,8,4,4,6,7,4,3,4,1,2,0,1,0,1,1,1,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,179
63,Rio Bonito,-22.7108378,-42.6271864,5,2,5,3,0,1,0,0,0,0,2,0,1,4,2,3,1,3,6,19,12,9,7,6,5,5,7,2,1,0,1,2,5,5,1,3,1,0,1,3,8,3,3,4,6,1,4,8,7,16,20,21,234
64,Rio Claro,-22.7229997,-44.1359986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4
65,Rio das Flores,-22.1683478,-43.5858689,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,4,1,1,1,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
66,Rio das Ostras,-22.5269448,-41.944972,1,2,2,3,1,1,1,0,5,4,5,3,7,5,7,21,26,34,36,8,14,17,7,10,13,6,10,2,3,4,6,4,2,3,3,1,2,0,5,1,1,3,0,2,4,1,3,1,1,6,2,33,342
67,Rio de Janeiro,-22.9110137,-43.2093727,950,1083,1443,1627,1870,2251,2737,3244,4704,5662,5506,6708,7082,7306,8958,10444,9946,8491,7783,6864,6103,4891,3716,3100,2188,1579,1193,783,607,440,488,425,441,356,245,176,199,204,154,170,151,189,186,177,179,151,169,235,251,291,247,234,134577
68,Santa Maria Madalena,-21.9557957,-42.008283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Santo Antônio de Pádua,-21.5389992,-42.1799978,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,10,1,1,1,0,0,0,0,1,3,0,0,0,0,0,3,2,4,1,13,44,75,89,51,62,90,125,83,43,39,749
70,São Francisco de Itabapoana,-21.47437,-41.1202,1,0,0,0,0,2,0,2,0,0,0,0,0,1,1,1,1,0,0,2,1,0,0,1,0,1,2,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,26
71,São Fidélis,-21.6431,-41.7578,3,2,4,2,6,1,3,0,7,6,10,4,5,4,16,5,6,3,5,1,0,0,0,0,3,5,1,1,1,0,0,1,1,1,2,0,0,0,2,0,1,1,2,1,0,0,0,0,4,3,1,1,125
72,São Gonçalo,-22.8219014,-43.0309252,203,190,203,174,105,125,108,129,143,258,248,322,300,422,531,694,560,563,1028,683,466,357,404,491,426,389,107,55,50,24,17,11,12,12,15,9,12,6,5,15,9,4,8,8,13,5,17,9,26,21,28,48,10068
73,São João da Barra,-21.6348588,-41.0487079,0,0,3,0,0,0,0,0,0,0,1,2,3,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17
74,São João de Meriti,-22.8043744,-43.3724125,15,12,18,11,22,20,22,34,59,39,64,60,54,75,88,106,119,104,138,79,60,45,43,50,38,33,19,13,6,13,14,11,17,8,5,6,7,7,4,9,6,0,4,6,2,4,6,11,10,6,18,10,1630
75,São José de Ubá,-21.3595365,-41.9389905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,6
76,São José do Vale do Rio Preto,-22.1509994,-42.9239986,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
77,São Pedro da Aldeia,-22.8362,-42.1037,3,5,4,2,1,2,1,0,2,4,4,4,1,3,3,13,21,13,17,25,15,12,17,11,13,10,13,4,6,3,6,5,4,5,7,6,5,6,7,1,1,0,0,3,2,3,0,1,6,5,4,3,312
78,São Sebastião do Alto,-21.9568272,-42.134815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,Sapucaia,-21.9946569,-42.9137975,1,0,1,1,0,0,0,0,1,2,0,0,2,1,1,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,2,5,2,0,32
80,Saquarema,-22.9257974,-42.507633,4,1,1,0,1,3,5,5,5,9,4,5,4,5,14,18,17,11,15,17,14,8,4,8,5,2,6,5,2,1,1,4,2,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,2,1,1,216
81,Seropédica,-22.7438887,-43.6991998,0,1,1,2,1,0,0,1,1,1,0,0,1,0,0,1,2,1,2,1,0,0,0,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,31
82,Silva Jardim,-22.6504534,-42.3919146,4,2,0,0,5,16,11,14,16,41,40,31,22,12,4,6,4,5,4,7,5,2,1,0,1,5,3,0,2,0,4,1,2,1,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,278
83,Sumidouro,-22.0498059,-42.6742601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Tanguá,-22.7353777,-42.7202272,2,0,3,1,3,1,0,2,6,7,8,9,11,7,12,15,25,30,34,31,29,23,16,19,23,23,19,16,12,10,13,13,11,8,9,16,3,5,0,1,2,1,3,3,5,5,3,3,0,0,0,0,501
85,Teresópolis,-22.4164578,-42.975194,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,1,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
86,Trajano de Moraes,-22.0637911,-42.0644414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,Três Rios,-22.1167884,-43.2087226,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
88,Valença,-22.2461028,-43.6996917,0,2,1,1,7,15,13,34,40,58,78,81,85,68,69,89,88,68,44,70,21,36,44,37,34,22,16,3,2,4,3,2,8,3,1,2,2,0,3,3,1,1,2,1,3,9,11,8,12,22,0,1,1228
89,Varre-Sai,-20.9308869,-41.8685772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
90,Vassouras,-22.4040394,-43.6633853,0,0,1,0,0,0,3,4,1,1,3,4,1,0,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,29
91,Volta Redonda,-22.5225497,-44.1040128,49,31,49,32,44,36,25,33,30,27,36,25,16,27,38,50,43,37,47,21,15,31,18,27,25,17,14,9,8,7,4,9,10,11,6,3,3,4,3,7,4,4,3,15,13,7,9,2,5,1,7,1,998
