,City,Lat,Lng,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,Total
24,Duque de Caxias,-22.7896225,-43.309929,44,72,83,130,220,282,361,329,291,309,435,651,891,833,871,815,750,490,401,320,302,195,109,75,70,47,43,44,25,22,16,7,5,11,10,15,13,14,6,8,7,8,6,3,6,4,8,9,7,0,2,1,9676
25,Engenheiro Paulo de Frontin,-22.5504556,-43.6783403,0,0,1,0,0,2,0,1,1,2,2,5,11,8,8,3,1,2,4,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
26,Guapimirim,-22.5266308,-42.9790687,2,8,19,24,34,44,29,59,56,68,56,36,37,34,11,4,2,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,536
27,Iguaba Grande,-22.8388498,-42.2286746,4,2,0,4,10,10,8,8,24,21,22,38,31,107,42,24,19,51,93,65,22,19,9,4,1,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,646
28,Itaboraí,-22.7496231,-42.8557428,28,41,52,60,71,109,185,292,104,92,140,204,215,215,311,315,354,342,364,373,224,163,116,77,59,57,31,31,25,21,29,27,37,40,38,30,41,37,42,37,29,19,42,20,14,16,11,19,14,15,6,0,5234
29,Itaguaí,-22.8629597,-43.775322,0,0,4,8,12,9,14,5,10,5,11,14,33,26,40,30,39,32,28,23,24,11,10,5,4,3,2,1,2,2,1,1,2,2,1,0,1,0,1,0,0,1,0,0,1,2,0,0,1,2,0,0,423
30,Italva,-21.4214056,-41.6907956,5,0,2,4,8,11,11,1,6,2,5,9,4,5,2,3,2,0,3,6,0,1,1,1,0,2,4,1,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,110
31,Itaocara,-21.6725236,-42.0798658,0,1,0,0,0,0,2,4,7,3,2,5,5,6,15,6,9,16,9,5,1,0,1,2,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,106
32,Itaperuna,-21.2048,-41.88801,12,6,7,14,24,31,27,21,7,13,35,44,67,56,39,42,57,30,49,42,35,29,32,19,15,13,8,6,4,8,7,0,2,1,1,0,1,0,1,5,2,3,5,2,5,5,9,4,19,12,8,0,884
33,Itatiaia,-22.4955278,-44.5633108,0,0,2,1,0,0,0,1,1,1,3,8,10,13,16,10,16,11,25,18,15,1,7,4,8,9,3,2,2,0,0,0,0,1,1,0,2,0,0,3,2,0,0,1,0,1,0,0,2,9,1,0,210
34,Japeri,-22.6427642,-43.6533831,1,0,1,7,10,5,15,22,29,17,20,21,24,32,21,19,25,19,29,33,16,3,10,8,4,2,4,1,1,0,1,1,0,0,1,0,1,0,0,0,0,2,0,2,1,1,0,0,0,1,0,0,410
35,Laje do Muriaé,-21.2082595,-42.1226959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,Macaé,-22.3712958,-41.7866922,1,3,2,1,5,12,9,12,11,14,14,23,44,37,34,20,24,47,61,27,26,31,41,23,8,14,8,4,5,4,4,1,8,2,2,1,1,7,1,2,11,3,7,8,3,2,0,0,0,1,0,0,629
37,Macuco,-21.9849747,-42.2539464,0,0,0,0,0,0,0,1,0,5,3,11,25,29,26,38,37,23,18,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231
38,Magé,-22.6604221,-43.0426162,73,112,182,154,120,183,172,149,47,25,45,35,38,28,18,15,18,17,19,41,13,4,0,4,2,1,2,1,1,0,1,0,1,0,0,0,0,1,1,4,2,3,1,1,2,1,1,10,9,9,3,0,1569
39,Mangaratiba,-22.9600193,-44.04111,1,6,8,13,18,26,52,37,60,50,32,46,32,44,26,19,35,24,17,12,8,11,9,1,2,3,2,1,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,4,0,3,0,612
40,Maricá,-22.9196772,-42.8184375,13,19,18,27,47,128,102,111,112,119,136,241,193,200,123,127,83,85,57,45,37,27,19,14,6,5,3,5,10,3,4,6,6,3,1,1,2,5,3,2,10,2,4,2,3,0,0,0,0,1,0,0,2170
41,Mendes,-22.5269113,-43.7332604,2,1,2,2,2,1,0,3,1,3,2,43,19,32,47,36,29,23,21,16,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,1,296
42,Mesquita,-22.783092,-43.4293599,8,9,24,23,54,87,82,90,78,53,69,70,61,76,81,68,28,42,21,15,25,16,8,3,6,3,3,1,1,0,4,0,0,0,0,0,2,1,1,0,0,0,1,1,1,4,4,4,15,7,17,0,1167
43,Miguel Pereira,-22.4539417,-43.4691978,1,0,0,0,1,4,1,2,1,2,0,2,1,3,3,3,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35
44,Miracema,-21.4123651,-42.1965147,1,0,1,0,0,0,2,1,0,2,1,5,2,0,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23
45,Natividade,-21.040694,-41.9817534,0,0,0,0,0,2,0,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,16
46,Nilópolis,-22.8080114,-43.4138222,10,8,11,38,46,102,113,87,69,32,80,85,67,103,67,55,47,34,19,16,19,9,4,7,2,1,0,5,0,0,1,0,1,1,1,0,0,0,2,0,1,0,1,2,0,0,1,1,1,2,2,0,1153
47,Niterói,-22.8832371,-43.1154552,24,34,37,45,59,98,119,111,96,118,196,283,401,452,433,494,521,439,351,232,179,125,76,45,25,12,18,11,5,6,4,15,7,11,10,21,12,26,25,15,18,12,21,16,20,7,13,18,26,36,12,2,5392
48,Nova Friburgo,-22.2800004,-42.5325303,0,0,2,4,7,14,7,17,25,24,47,56,63,80,93,92,97,82,85,52,25,21,12,10,5,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,930
49,Nova Iguaçu,-22.7592175,-43.4508728,20,19,23,32,97,187,193,129,96,83,152,186,218,362,319,248,209,189,119,132,73,46,44,25,18,16,18,8,10,6,4,2,2,5,2,4,4,2,1,1,5,6,6,0,4,4,9,10,15,13,12,1,3389
50,Paracambi,-22.6109158,-43.7096912,0,0,2,3,5,12,12,10,3,6,8,12,35,66,144,40,54,37,38,40,12,16,8,16,11,7,1,0,0,3,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,1,4,1,1,0,0,0,613
51,Paraíba do Sul,-22.1636384,-43.2916915,0,0,0,0,0,1,0,1,1,1,4,2,16,15,9,24,27,48,43,28,17,10,14,8,3,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284
52,Parati,-23.2196461,-44.7154196,0,1,2,2,3,5,1,3,2,2,5,3,4,3,2,2,7,2,0,2,3,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,64
53,Paty do Alferes,-22.4272703,-43.4219523,0,0,0,0,0,1,1,1,0,2,2,5,0,4,5,1,3,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,36
54,Petrópolis,-22.5075743,-43.1785356,1,3,3,2,2,3,11,7,14,17,27,29,32,24,27,30,24,22,11,17,6,1,3,1,0,2,2,0,1,0,1,0,0,2,0,0,0,0,0,3,0,2,1,1,0,1,0,0,0,0,0,0,333
55,Pinheiral,-22.5129436,-44.001435,0,0,0,0,2,1,1,2,1,3,4,8,8,10,25,23,34,44,45,38,35,18,4,9,6,3,3,2,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,337
56,Piraí,-22.6287489,-43.8981758,0,0,2,2,0,1,1,1,0,0,2,3,2,2,4,1,3,4,4,3,2,5,0,0,3,1,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,54
57,Porciúncula,-20.9627278,-42.0405703,0,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,7,0,2,1,1,0,0,0,0,1,0,3,1,0,0,0,0,1,0,1,1,1,2,0,0,1,2,0,5,3,3,6,7,7,4,2,69
58,Porto Real,-22.4198366,-44.2897974,0,0,0,0,1,0,1,0,0,0,2,2,0,3,2,4,5,5,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
59,Quatis,-22.4066444,-44.2577453,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,13
60,Queimados,-22.7156978,-43.555754,0,0,2,3,13,22,19,15,25,13,44,46,37,22,26,23,12,13,6,10,10,2,2,1,3,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,1,1,2,0,0,0,1,0,384
61,Quissamã,-22.107205,-41.4723411,0,1,0,1,12,7,16,28,28,40,46,48,50,41,26,20,14,22,12,11,12,21,5,5,13,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,493
62,Resende,-22.4683626,-44.4463494,2,2,0,1,3,6,2,9,15,17,17,37,41,50,58,64,81,106,76,115,84,84,54,25,23,15,3,4,7,5,0,0,1,0,0,0,2,0,0,0,1,1,2,3,2,4,2,0,5,6,3,1,1039
63,Rio Bonito,-22.7108378,-42.6271864,2,2,5,2,1,3,10,13,10,6,7,8,5,9,13,7,8,11,12,18,1,4,1,1,2,2,0,1,2,1,0,0,0,0,2,1,0,1,2,5,0,2,3,6,7,9,9,7,12,4,7,1,245
64,Rio Claro,-22.7229997,-44.1359986,0,0,0,0,0,0,2,0,0,1,0,0,2,3,3,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16
65,Rio das Flores,-22.1683478,-43.5858689,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,2,10,6,4,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,39
66,Rio das Ostras,-22.5269448,-41.944972,7,5,5,19,16,23,43,42,36,45,89,82,80,108,219,289,261,231,217,159,78,68,32,33,31,21,12,5,2,4,6,4,3,2,0,1,3,2,1,0,1,0,2,2,3,2,2,0,1,0,1,0,2298
67,Rio de Janeiro,-22.9110137,-43.2093727,245,315,316,564,882,1358,1744,1867,1753,1952,3313,5258,5850,7141,6040,5188,5807,4744,4325,3461,2613,2039,1179,873,553,468,248,229,181,159,128,134,136,104,94,122,126,177,212,208,227,227,294,258,338,270,434,429,516,494,286,130,76009
68,Santa Maria Madalena,-21.9557957,-42.008283,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
69,Santo Antônio de Pádua,-21.5389992,-42.1799978,25,36,37,46,70,74,94,91,48,66,84,102,57,56,58,41,14,14,16,9,1,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1047
70,São Francisco de Itabapoana,-21.47437,-41.1202,0,0,2,0,1,4,2,5,6,2,2,2,3,1,7,2,5,4,3,7,13,2,6,5,4,11,1,1,1,2,7,1,2,1,0,2,1,1,0,2,2,0,0,0,0,0,2,4,0,8,5,1,143
71,São Fidélis,-21.6431,-41.7578,4,3,1,13,6,6,9,18,14,16,20,35,41,38,72,37,62,68,57,23,9,12,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,1,0,3,3,0,5,3,2,0,1,2,0,593
72,São Gonçalo,-22.8219014,-43.0309252,7,12,14,21,72,176,158,78,106,151,205,260,374,500,462,449,368,480,413,308,266,127,105,70,69,51,40,37,51,31,14,25,19,22,11,11,21,24,16,11,13,10,12,25,12,9,12,9,9,3,2,0,5751
73,São João da Barra,-21.6348588,-41.0487079,0,0,0,1,1,2,1,3,9,4,7,5,13,7,7,1,2,4,6,5,2,4,4,1,2,2,0,0,1,3,0,1,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,105
74,São João de Meriti,-22.8043744,-43.3724125,26,40,66,75,121,200,175,130,139,94,152,182,268,291,284,224,220,201,144,128,61,53,32,18,25,17,19,16,11,9,11,6,2,2,2,4,10,7,6,5,10,0,19,21,24,17,17,5,8,30,16,6,3649
75,São José de Ubá,-21.3595365,-41.9389905,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
76,São José do Vale do Rio Preto,-22.1509994,-42.9239986,1,0,1,3,9,12,10,20,14,9,7,5,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
77,São Pedro da Aldeia,-22.8362,-42.1037,2,1,3,4,7,6,6,7,18,15,13,25,38,75,34,30,46,27,46,36,25,43,32,25,10,20,10,6,3,9,4,3,3,4,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,643
78,São Sebastião do Alto,-21.9568272,-42.134815,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
79,Sapucaia,-21.9946569,-42.9137975,0,0,0,0,1,0,0,0,0,1,7,7,5,15,16,9,10,11,7,3,5,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,104
80,Saquarema,-22.9257974,-42.507633,1,3,2,1,2,6,6,7,10,18,15,16,23,27,50,31,46,50,62,44,32,30,16,11,7,11,15,4,0,0,0,1,0,4,0,1,0,0,1,1,0,6,6,1,2,0,3,2,2,9,4,2,591
81,Seropédica,-22.7438887,-43.6991998,16,41,59,94,122,106,77,38,17,8,17,19,18,14,22,20,15,14,11,4,4,0,2,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,5,0,0,757
82,Silva Jardim,-22.6504534,-42.3919146,2,2,0,0,2,2,10,27,24,18,46,58,79,102,76,57,25,25,20,17,10,16,16,6,2,5,10,2,2,1,5,6,5,12,2,7,2,0,3,1,1,5,3,0,0,0,0,0,0,1,3,3,721
83,Sumidouro,-22.0498059,-42.6742601,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
84,Tanguá,-22.7353777,-42.7202272,0,1,1,0,1,1,5,8,2,3,3,6,11,16,10,10,8,20,21,15,12,9,7,11,4,7,1,3,0,0,0,2,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,207
85,Teresópolis,-22.4164578,-42.975194,0,0,1,3,2,1,1,1,2,3,6,4,5,2,2,1,3,0,4,3,1,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,52
86,Trajano de Moraes,-22.0637911,-42.0644414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
87,Três Rios,-22.1167884,-43.2087226,0,0,0,1,0,0,1,0,3,5,4,4,3,7,5,7,11,6,20,7,4,4,3,4,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106
88,Valença,-22.2461028,-43.6996917,1,0,1,1,3,0,2,4,8,20,44,28,30,88,58,53,154,223,146,68,45,24,14,4,4,2,5,5,3,2,3,1,1,1,0,0,0,1,0,0,0,0,1,2,0,2,0,1,1,2,9,0,1065
89,Varre-Sai,-20.9308869,-41.8685772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
90,Vassouras,-22.4040394,-43.6633853,2,1,5,6,12,12,20,21,24,20,45,44,95,108,75,35,25,16,22,7,1,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,610
91,Volta Redonda,-22.5225497,-44.1040128,9,9,8,18,27,54,91,135,128,119,169,185,209,249,356,357,448,540,526,622,679,321,189,102,82,51,50,43,19,17,9,10,10,12,13,4,3,15,27,19,27,27,25,14,19,12,20,19,18,29,12,0,6156
