,City,Lat,Lng,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,Total
13,Cambuci,-21.5749919,-41.9107833,28,52,63,39,39,18,25,24,10,9,4,8,4,3,2,1,2,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,344
14,Carapebus,-22.2033,-41.6625,0,1,1,3,3,5,6,5,13,19,34,66,54,75,71,48,39,45,18,5,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516
15,Comendador Levy Gasparian,-22.0427,-43.2083,8,4,7,11,23,24,32,45,24,12,10,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
16,Campos dos Goytacazes,-21.7545,-41.3244,123,188,284,407,447,444,671,1043,1308,1531,1794,1536,959,732,513,554,405,306,308,241,150,96,86,84,48,33,27,26,18,13,5,7,5,7,3,5,2,8,6,4,1,2,1,2,2,3,7,6,4,6,1,0,14462
17,Cantagalo,-21.982,-42.3679,1,1,2,5,7,7,32,38,60,97,102,88,49,115,94,30,12,10,14,9,4,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,792
18,Cardoso Moreira,-21.488285,-41.7578,8,5,11,9,9,13,15,14,20,12,14,7,3,6,9,2,6,3,2,4,4,1,1,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,188
19,Carmo,-21.9239,-42.6149,0,1,3,2,4,2,6,9,3,2,7,8,2,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
20,Casimiro de Abreu,-22.4849,-42.2013,18,26,13,38,21,18,28,48,87,108,110,84,55,79,102,88,63,45,30,42,20,8,10,3,1,5,10,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,4,0,2,1,0,1173
21,Conceição de Macabu,-22.0849986,-41.8679947,0,1,2,1,3,1,2,4,8,7,0,0,1,3,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
22,Cordeiro,-22.0287681,-42.3607442,1,1,4,3,6,10,22,35,88,42,41,27,93,109,221,14,22,24,1,1,2,1,1,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,789
23,Duas Barras,-22.0522519,-42.5194705,0,0,1,0,0,1,0,0,0,3,2,2,3,1,2,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
24,Duque de Caxias,-22.7896225,-43.309929,58,104,77,107,191,206,358,471,441,364,382,407,466,428,390,411,317,242,281,273,221,150,91,78,55,47,40,20,17,17,18,17,15,13,10,8,5,7,5,14,5,1,10,6,3,0,9,7,5,2,5,2,6877
25,Engenheiro Paulo de Frontin,-22.5504556,-43.6783403,1,0,1,0,0,0,0,2,3,3,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
26,Guapimirim,-22.5266308,-42.9790687,0,5,0,0,1,2,2,13,58,61,71,16,69,41,17,20,5,5,5,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,399
27,Iguaba Grande,-22.8388498,-42.2286746,21,25,44,45,26,35,34,60,84,203,114,126,82,51,37,18,7,4,9,0,0,1,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034
28,Itaboraí,-22.7496231,-42.8557428,81,74,142,145,142,196,169,263,335,379,434,492,418,528,545,534,310,235,167,128,98,80,59,37,35,22,26,16,9,7,7,2,10,7,8,4,5,15,4,8,5,2,10,6,11,15,10,5,9,8,3,3,6263
29,Itaguaí,-22.8629597,-43.775322,1,4,3,5,14,15,17,18,30,46,34,51,30,50,32,22,12,13,10,1,6,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,427
30,Italva,-21.4214056,-41.6907956,40,39,31,22,8,9,1,5,14,4,3,2,7,3,4,5,1,0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,1,215
31,Itaocara,-21.6725236,-42.0798658,22,40,62,55,26,4,9,12,2,1,0,0,1,2,2,1,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,0,255
32,Itaperuna,-21.2048,-41.88801,107,399,427,538,484,411,357,406,335,550,396,253,195,248,284,211,174,153,81,93,49,43,42,32,16,36,20,15,20,8,14,6,9,14,8,13,10,10,18,11,17,11,26,14,22,14,9,17,12,13,4,10,6665
33,Itatiaia,-22.4955278,-44.5633108,0,0,1,2,3,4,0,2,5,10,14,17,14,29,11,33,12,7,5,10,1,4,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,4,0,200
34,Japeri,-22.6427642,-43.6533831,6,6,5,4,10,2,6,6,7,5,11,10,12,11,9,4,2,2,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,2,0,133
35,Laje do Muriaé,-21.2082595,-42.1226959,0,0,0,11,10,10,5,2,2,9,14,8,4,6,6,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,95
36,Macaé,-22.3712958,-41.7866922,32,60,68,48,43,83,240,307,403,557,483,311,290,265,285,200,133,88,47,43,20,14,35,41,31,23,10,9,5,2,2,2,3,2,1,3,1,1,2,1,1,3,14,0,2,1,0,0,1,1,0,0,4217
37,Macuco,-21.9849747,-42.2539464,0,0,0,1,2,6,9,34,118,112,126,87,49,25,8,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583
38,Magé,-22.6604221,-43.0426162,8,9,12,20,19,24,27,44,39,35,21,36,26,30,13,14,5,10,0,2,1,2,3,2,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,409
39,Mangaratiba,-22.9600193,-44.04111,2,4,3,4,5,5,6,9,19,22,49,42,52,58,69,22,10,10,13,10,3,4,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426
40,Maricá,-22.9196772,-42.8184375,24,22,40,25,37,42,55,103,179,133,37,47,35,60,140,102,117,128,68,96,87,42,24,40,28,13,22,11,15,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6,8,6,1810
41,Mendes,-22.5269113,-43.7332604,1,1,0,2,2,2,8,11,32,95,108,110,110,135,170,101,81,59,26,25,15,15,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113
42,Mesquita,-22.783092,-43.4293599,0,1,1,1,6,1,5,5,4,2,6,6,0,8,14,17,9,3,2,0,5,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,107
43,Miguel Pereira,-22.4539417,-43.4691978,0,0,0,0,0,0,0,0,4,1,5,6,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28
44,Miracema,-21.4123651,-42.1965147,36,73,99,57,40,16,87,101,90,56,47,22,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729
45,Natividade,-21.040694,-41.9817534,1,5,6,17,13,14,16,31,15,7,8,2,3,6,1,3,0,0,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
46,Nilópolis,-22.8080114,-43.4138222,1,1,2,3,1,4,1,3,1,2,6,15,10,13,9,2,2,2,2,3,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,94
47,Niterói,-22.8832371,-43.1154552,54,113,141,113,206,230,330,655,983,1034,1266,1092,991,1303,1372,608,357,310,228,202,120,45,26,33,34,21,14,10,11,8,18,10,6,3,7,4,4,1,9,4,3,3,1,4,7,2,7,13,15,11,8,0,12050
48,Nova Friburgo,-22.2800004,-42.5325303,4,8,8,8,6,11,23,56,35,47,50,93,62,91,110,60,45,29,18,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,781
49,Nova Iguaçu,-22.7592175,-43.4508728,7,9,12,6,12,22,14,42,53,54,44,47,60,69,44,60,48,27,26,13,14,4,2,6,4,9,1,5,2,1,4,2,1,0,2,0,0,0,2,0,0,0,1,3,1,2,0,2,0,1,0,0,738
50,Paracambi,-22.6109158,-43.7096912,9,22,44,24,37,24,14,26,31,22,17,11,21,10,11,5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,334
51,Paraíba do Sul,-22.1636384,-43.2916915,0,0,0,3,14,11,32,71,54,75,53,30,29,19,6,6,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,409
52,Parati,-23.2196461,-44.7154196,0,0,2,1,0,0,4,6,7,11,16,17,18,9,12,5,4,3,3,4,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,132
53,Paty do Alferes,-22.4272703,-43.4219523,0,0,0,2,1,1,7,1,5,9,5,11,19,20,9,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
54,Petrópolis,-22.5075743,-43.1785356,1,0,3,3,6,6,16,16,13,27,23,15,20,18,27,8,7,8,3,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
55,Pinheiral,-22.5129436,-44.001435,1,2,2,1,6,5,7,19,31,28,30,19,23,35,35,27,16,11,14,14,10,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345
56,Piraí,-22.6287489,-43.8981758,0,0,0,2,0,2,5,9,9,18,8,11,14,22,19,13,6,4,4,5,1,2,1,1,3,0,1,1,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,172
57,Porciúncula,-20.9627278,-42.0405703,1,2,6,6,13,19,50,90,83,52,22,7,5,4,3,3,9,2,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383
58,Porto Real,-22.4198366,-44.2897974,0,0,2,1,0,0,1,1,1,3,7,4,5,4,8,12,10,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66
59,Quatis,-22.4066444,-44.2577453,0,0,0,0,0,0,0,0,1,0,2,3,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17
60,Queimados,-22.7156978,-43.555754,1,2,3,3,2,2,4,6,11,14,25,23,32,11,8,8,9,3,5,3,1,2,1,0,1,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,2,0,0,190
61,Quissamã,-22.107205,-41.4723411,0,0,0,1,1,4,1,5,6,14,7,10,10,6,11,6,2,8,10,8,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,126
62,Resende,-22.4683626,-44.4463494,0,1,2,5,3,5,20,25,31,39,58,51,41,47,33,51,34,29,24,20,12,10,6,2,2,0,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,559
63,Rio Bonito,-22.7108378,-42.6271864,110,159,255,253,245,116,117,273,176,158,112,59,46,39,35,43,24,25,11,25,5,2,6,3,9,4,5,5,4,0,0,2,2,4,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,2341
64,Rio Claro,-22.7229997,-44.1359986,0,0,0,2,0,0,1,0,0,1,3,4,2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22
65,Rio das Flores,-22.1683478,-43.5858689,1,1,0,1,3,1,4,3,11,5,22,17,14,12,26,16,15,7,5,6,0,0,2,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,180
66,Rio das Ostras,-22.5269448,-41.944972,73,111,191,220,226,279,245,320,429,96,106,179,147,249,255,242,202,160,117,97,64,70,36,26,30,22,4,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,4209
67,Rio de Janeiro,-22.9110137,-43.2093727,532,772,827,1055,1256,1273,1649,3034,3630,3771,5125,5138,5030,6259,6271,5285,3748,2639,2147,1514,1144,718,533,446,354,256,195,166,137,74,85,57,43,57,43,47,55,43,58,40,43,42,53,59,37,49,78,93,87,77,39,40,66203
68,Santa Maria Madalena,-21.9557957,-42.008283,0,0,0,2,0,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
69,Santo Antônio de Pádua,-21.5389992,-42.1799978,114,146,94,53,21,23,17,30,48,27,18,7,7,4,12,7,7,1,4,7,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,2,0,0,0,0,1,4,1,3,2,1,0,671
70,São Francisco de Itabapoana,-21.47437,-41.1202,1,1,4,4,15,18,20,24,33,54,72,95,98,145,178,162,82,105,91,82,54,55,62,60,43,29,30,24,10,8,9,14,6,3,3,2,8,4,8,6,0,1,5,4,5,16,11,11,11,5,5,5,1801
71,São Fidélis,-21.6431,-41.7578,27,33,49,73,39,23,33,46,116,73,45,41,20,17,14,7,10,9,5,3,1,1,2,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,695
72,São Gonçalo,-22.8219014,-43.0309252,121,132,122,236,314,368,394,611,616,1488,1570,1410,1444,1340,1482,1078,702,424,391,332,186,169,143,115,84,46,39,36,27,13,17,14,12,10,10,10,16,14,11,4,7,11,15,10,6,13,14,21,65,29,27,8,15777
73,São João da Barra,-21.6348588,-41.0487079,0,1,0,1,1,5,14,10,22,18,26,21,17,13,11,12,2,12,5,6,2,2,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,213
74,São João de Meriti,-22.8043744,-43.3724125,6,7,3,13,15,26,58,81,45,57,83,96,83,123,119,127,73,59,67,48,48,35,17,18,14,11,7,6,5,30,18,21,10,7,12,3,7,4,1,1,3,5,4,5,0,1,6,8,16,9,13,7,1541
75,São José de Ubá,-21.3595365,-41.9389905,4,3,7,6,4,5,5,9,5,4,1,0,2,2,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66
76,São José do Vale do Rio Preto,-22.1509994,-42.9239986,0,0,0,2,5,0,1,4,8,13,31,42,28,54,70,53,29,10,9,10,2,1,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378
77,São Pedro da Aldeia,-22.8362,-42.1037,3,12,5,29,85,149,96,117,70,68,106,179,192,134,159,131,97,98,58,13,14,5,0,6,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,0,0,1,1,2,2,0,1846
78,São Sebastião do Alto,-21.9568272,-42.134815,0,1,1,2,1,3,19,29,29,13,22,17,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
79,Sapucaia,-21.9946569,-42.9137975,26,18,15,30,81,21,42,47,47,37,48,27,16,4,6,6,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,484
80,Saquarema,-22.9257974,-42.507633,5,3,7,6,20,15,23,43,77,79,152,85,188,206,266,193,146,140,92,63,62,33,25,24,4,12,8,5,4,1,2,3,3,3,2,1,0,0,0,2,0,1,2,2,1,1,2,0,3,3,2,0,2020
81,Seropédica,-22.7438887,-43.6991998,1,0,2,2,1,8,19,27,25,3,10,21,12,10,13,4,3,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,2,1,0,176
82,Silva Jardim,-22.6504534,-42.3919146,1,1,0,1,6,9,6,26,36,36,86,40,49,67,66,52,26,28,14,18,8,8,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,595
83,Sumidouro,-22.0498059,-42.6742601,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
84,Tanguá,-22.7353777,-42.7202272,11,18,20,25,19,27,38,70,80,127,120,114,98,99,88,63,36,35,10,13,3,10,5,0,0,0,1,0,1,2,0,0,0,1,0,0,1,2,1,2,4,2,0,0,0,1,0,0,1,0,0,0,1148
85,Teresópolis,-22.4164578,-42.975194,0,0,0,4,1,2,0,2,5,7,14,18,22,20,10,4,10,5,2,5,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
86,Trajano de Moraes,-22.0637911,-42.0644414,0,0,0,0,0,0,0,2,2,1,7,9,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
87,Três Rios,-22.1167884,-43.2087226,9,15,31,137,171,92,123,136,134,65,82,44,27,28,16,12,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1134
88,Valença,-22.2461028,-43.6996917,53,100,93,91,57,48,132,179,213,202,207,202,196,213,212,169,108,73,47,23,15,13,8,9,1,2,0,2,3,1,3,0,3,1,0,0,0,0,1,2,1,1,0,2,0,2,1,0,3,0,0,0,2692
89,Varre-Sai,-20.9308869,-41.8685772,0,0,0,0,4,0,1,13,3,5,4,1,1,1,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,43
90,Vassouras,-22.4040394,-43.6633853,2,0,1,4,6,0,4,4,52,50,83,96,92,101,109,109,14,24,11,3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771
91,Volta Redonda,-22.5225497,-44.1040128,42,75,89,172,145,197,292,615,755,1120,1598,1697,1360,1475,1411,832,641,342,262,147,103,22,38,17,3,2,3,3,1,0,4,0,1,2,0,0,0,0,0,1,4,1,2,1,0,0,1,2,4,7,3,1,13493
